left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
vbp,0.8386299014,0.7525758743,0.7948668599,0.8226108551,0.8991208076,0.8605971932,0.7801743746,0.9214400649,0.7191483974,0.8817610145,0.88256073,0.7994703054,0.848180294,0.7975413799,0.8278378248,0.8464272022,0.7894967794,0.8285945654,0.8086698055,0.867312789
vbt,0.7810612321,0.7849414945,0.8028150797,0.8624235392,0.8443936706,0.8457408547,0.825581193,0.8921419382,0.8701244593,0.7869999409,0.7829172611,0.8826394081,0.8611335158,0.8071379662,0.8576014042,0.8455570936,0.6943096519,0.8543640375,0.8520063162,0.8544230461
vbu,0.7784222364,0.7336247563,0.7555571795,0.8990290165,0.59399122,0.9067862034,0.6982665062,0.8230449557,0.7394957542,0.7903254032,0.7019082308,0.8150998354,0.728271246,0.8184809685,0.8528159857,0.7313598394,0.828856945,0.8007227182,0.8157521486,0.7585010529
vdc,0.8714300394,0.8866449594,0.869301796,0.8473541737,0.8476457596,0.8460283279,0.754837811,0.8716480732,0.8693304062,0.8313797712,0.7124801278,0.7181991935,0.8653953671,0.6996713281,0.7985665798,0.807756424,0.8982493877,0.9329698086,0.7206143141,0.7141224146
vdg,0.8623805046,0.8132061958,0.8333719969,0.7928526402,0.8404358625,0.8444792032,0.8290778399,0.7320443392,0.8741195202,0.8295015097,0.8061445951,0.8739287257,0.8001147509,0.8181868792,0.8883447647,0.8274305463,0.8889476061,0.8774068356,0.8417664766,0.8563820124
vdh,0.8335881233,0.7555404902,0.8907339573,0.8475332856,0.8058273792,0.922880888,0.7652552128,0.7258832455,0.7449860573,0.8986769915,0.8139722347,0.8605515957,0.8464868069,0.6015921831,0.8155922294,0.7747347355,0.8252280951,0.8600178957,0.7677805424,0.8883943558
vdm,0.8580518365,0.8918483257,0.8350214958,0.7942382097,0.8045310974,0.8128992319,0.7821292877,0.8167811632,0.8633646965,0.8476063013,0.7737677097,0.8763273954,0.7252026796,0.6814411879,0.7464298606,0.8733855486,0.7426353693,0.8366906643,0.8070709705,0.8035427332
vdp,0.8390771151,0.7306383252,0.7352933288,0.861350894,0.801641345,0.7691514492,0.7740366459,0.8466599584,0.7611945868,0.6506274939,0.7950530648,0.8774719238,0.7296857834,0.7717539072,0.8158000708,0.8146650195,0.8229098916,0.7940295935,0.796456933,0.8227488995
vdu,0.73326689,0.8500748873,0.8210031986,0.7483040094,0.7380609512,0.7837152481,0.7754300833,0.7631812692,0.7539726496,0.8660382628,0.7710576057,0.7005028725,0.6639525294,0.8086817265,0.8709828854,0.7929058671,0.7649704218,0.7188457251,0.8401341438,0.7649642825
vdv,0.865151763,0.7878148556,0.7480992079,0.7621036768,0.814922452,0.8177223206,0.8169227839,0.7202334404,0.7967368364,0.7878459692,0.8032989502,0.8202490807,0.8229027987,0.7980069518,0.8512055874,0.7107475996,0.7676845789,0.8372633457,0.8189753294,0.7250406146
vdx,0.713906765,0.7014846206,0.8659738898,0.7549524307,0.7515723705,0.8365079165,0.7241299152,0.8438104987,0.871467948,0.7850817442,0.8090388775,0.696377039,0.8116892576,0.7809985876,0.6817854047,0.798768878,0.6796436906,0.7112900615,0.7089191079,0.7192220688
vee,0.7563537359,0.8250321746,0.8758090734,0.8484814167,0.7929382324,0.8686283827,0.8230113983,0.7212513685,0.710523963,0.7879776955,0.8383352757,0.9006822109,0.8681881428,0.8498106599,0.8415806293,0.8339768052,0.803779006,0.8302329779,0.853181541,0.8346099257
veh,0.7958033085,0.7753406763,0.8215141296,0.8412610292,0.9042054415,0.8810345531,0.7753484845,0.8024969101,0.832968235,0.6924474239,0.781578958,0.680703342,0.894376874,0.8395162821,0.8437278271,0.8516443968,0.8487534523,0.851719141,0.8441779017,0.8543842435
vem,0.8199028969,0.5683017373,0.7157105803,0.8931013346,0.8863457441,0.9412866831,0.8430886269,0.7060364485,0.7960954309,0.7327347398,0.7402993441,0.7551904917,0.8672568798,0.7488132715,0.7220118046,0.9033954144,0.6546350718,0.6967927814,0.8456147909,0.8862155676
ven,0.6274529696,0.7970089316,0.8536353111,0.8134595156,0.6702291965,0.7716225386,0.8286993504,0.7041480541,0.7431426644,0.7941485047,0.848221004,0.7494702339,0.8810558915,0.7474614382,0.6994335651,0.9406504035,0.7079933882,0.764205873,0.6999238133,0.6938534975
ves,0.7693150043,0.7994596958,0.8859400749,0.7798084021,0.7246961594,0.7603586912,0.6783026457,0.7911579609,0.8389958739,0.786244154,0.8011298776,0.7164492011,0.8021012545,0.6141452789,0.6949878335,0.7259645462,0.8168318272,0.7662786245,0.6206899881,0.8466948271
vex,0.7419964075,0.7648481131,0.8551660776,0.8991043568,0.8003818989,0.7930425406,0.7861458063,0.8514539003,0.7955491543,0.8729282618,0.7245771289,0.8686788082,0.7066091299,0.9100239277,0.7684482336,0.6373077631,0.7105255723,0.8350875378,0.8475027084,0.8350951076
vez,0.7476046681,0.7965608835,0.8874487877,0.8497657776,0.7576625943,0.8163673878,0.7568024397,0.7005616426,0.6876153946,0.7768891454,0.7604371309,0.6876853704,0.8192932606,0.7563632727,0.8054414988,0.829641223,0.7975277305,0.7410216331,0.7600057125,0.7710709572
vfd,0.8024221659,0.8782091737,0.881906271,0.7972093821,0.7298859358,0.8955851793,0.8433668613,0.8845100403,0.8668425083,0.8589811921,0.8846848011,0.7580842972,0.7275399566,0.8253400326,0.7240459919,0.9139900208,0.8452196717,0.8307243586,0.8584082127,0.8142478466
vfg,0.8140918612,0.8658671379,0.8094710112,0.8533148766,0.8022372723,0.8001111746,0.7364248037,0.7931656241,0.8182647228,0.9103387594,0.8645356297,0.8572741151,0.8470721841,0.7487196922,0.7945728302,0.8260587454,0.8199784756,0.8200711012,0.793128252,0.7358070612
vfo,0.8111694455,0.8643350601,0.809422195,0.7689906359,0.8487874269,0.8196424246,0.6999470592,0.8443837166,0.7639995217,0.7770036459,0.748536706,0.8235666752,0.8071588278,0.7965540886,0.8181145191,0.7574459314,0.8176865578,0.8545899391,0.880410552,0.7925403118
vfx,0.821283102,0.8762764931,0.9011978507,0.8366639018,0.8172578812,0.6857095957,0.8618797064,0.8067805767,0.8194172382,0.900362134,0.8678215742,0.8415107131,0.8860422969,0.814332366,0.875436306,0.8795571327,0.8618540764,0.8478546739,0.818480134,0.7826395631
vga,0.7980197668,0.8061036468,0.7626018524,0.7914068699,0.732375741,0.8067274094,0.877918601,0.8865432143,0.744592309,0.7462977171,0.7364299297,0.8744475842,0.8021591902,0.8055011034,0.8123066425,0.8208142519,0.7756937146,0.7370317578,0.8623822927,0.8107914925
vge,0.8008588552,0.816265583,0.6950970292,0.926774919,0.6418839693,0.8057358265,0.718909502,0.6547999978,0.9133388996,0.7793138027,0.6661082506,0.5860152245,0.8005292416,0.7499515414,0.6833574772,0.7800911665,0.768899858,0.8851901293,0.8807679415,0.75402987
vgl,0.8673273325,0.8179463148,0.8074647188,0.8504106998,0.8641068935,0.8719834089,0.8417645693,0.8549733162,0.79329741,0.8260917664,0.8271205425,0.8642103672,0.7872196436,0.8257519603,0.764277339,0.8595253825,0.8489160538,0.793874681,0.7673748732,0.8359637856
vgp,0.6894552708,0.746907711,0.8295960426,0.7331139445,0.725645721,0.8293731809,0.8249561191,0.695650816,0.7657924891,0.7931841612,0.6454687119,0.8001856208,0.6053712368,0.792580843,0.8004422188,0.7841707468,0.7708507776,0.8308780193,0.6647928357,0.7460801601
vgu,0.7426035404,0.7921450138,0.8604795337,0.9128627777,0.7615648508,0.8795080185,0.7192802429,0.8346713185,0.8207275271,0.890068531,0.905238688,0.8328642845,0.7883648872,0.6332746744,0.7617977858,0.7513668537,0.8623985052,0.93840909,0.7039786577,0.8118336201
vgv,0.8647876978,0.8379918337,0.8592104912,0.796538353,0.7303678393,0.8404020071,0.8549902439,0.8409594297,0.823158443,0.8318648338,0.737021625,0.7830512524,0.8110785484,0.8668994308,0.8202807307,0.8189848661,0.8488708735,0.9079883099,0.8736817837,0.8571771979
vha,0.7952424884,0.9188197851,0.7866295576,0.7686625123,0.8072942495,0.838532269,0.7433388829,0.8251725435,0.7829291821,0.696564734,0.8099506497,0.7390189171,0.8356467485,0.7957105637,0.8015138507,0.8526508808,0.8523706198,0.7904268503,0.8246172667,0.8616499901
vhs,0.7335883975,0.7202600241,0.7093824148,0.7650883198,0.7606831789,0.8501827717,0.8695124984,0.7950073481,0.7848123312,0.8316560984,0.8259563446,0.6664004326,0.8520573378,0.8329401016,0.8044692278,0.7839384079,0.7588674426,0.683218658,0.8368840814,0.7822480798
via,0.8136531711,0.7189920545,0.8174766898,0.7692899704,0.8294315934,0.7940882444,0.7511331439,0.8158845305,0.7931328416,0.8293552399,0.8708075881,0.7948767543,0.8345062733,0.8251747489,0.7864466906,0.8680551052,0.7947999239,0.8793230057,0.8142022491,0.7711350918
vid,0.8285336494,0.836542964,0.828266263,0.6784190536,0.7453613877,0.8033465147,0.8055899143,0.7906498313,0.8549027443,0.7794309855,0.7483651638,0.7248444557,0.8101928234,0.7936472893,0.8210737109,0.8433325291,0.7980163693,0.8062982559,0.8432230949,0.7697005272
viu,0.7520853281,0.6604973674,0.8539391756,0.6245221496,0.6963362694,0.7837699652,0.8381016254,0.6230718493,0.637445569,0.7747852802,0.698395431,0.7185468078,0.8057653308,0.7745761871,0.6936579943,0.7153279185,0.8304307461,0.6303317547,0.6534910798,0.6271678805
vix,0.8663715124,0.8638817072,0.8061465025,0.8217152357,0.7864921689,0.8705780506,0.7851740122,0.7372829318,0.7933911085,0.8512270451,0.8571139574,0.8018217087,0.8424608111,0.7404415011,0.7861092687,0.8836225271,0.8575908542,0.715057075,0.8245954514,0.7979859114
vjh,0.6773399711,0.8109981418,0.7523089051,0.8706490993,0.6539176106,0.8231161833,0.7659019232,0.7482562065,0.7826956511,0.6851810813,0.8010900617,0.8524913788,0.8699153662,0.8732595444,0.7865785956,0.757039845,0.7938784361,0.8603873253,0.8080691099,0.8322278261
vji,0.5803647041,0.8078358769,0.8071511984,0.8449895382,0.8144340515,0.857205689,0.7990523577,0.7889769077,0.8880081177,0.8182102442,0.8884173036,0.8420859575,0.7467380166,0.8462721109,0.8460960388,0.8048307896,0.7817106247,0.6049613357,0.8576997519,0.8172390461
vjp,0.8126352429,0.8550538421,0.7989555001,0.8482379913,0.8527020216,0.7840219736,0.795153141,0.7627105117,0.8618659973,0.8812892437,0.8070783019,0.9089554548,0.753692627,0.8442654014,0.869266808,0.7614171505,0.8357280493,0.7940900922,0.8177915812,0.7612732649
vjw,0.8202227354,0.7380805612,0.7498053908,0.8516316414,0.7729406357,0.7187613249,0.81134969,0.8295870423,0.8743153811,0.7696678638,0.7496882677,0.8281850815,0.7766114473,0.7616095543,0.6724816561,0.8163969517,0.7869272232,0.7471994162,0.7785491943,0.8811904192
vki,0.8567812443,0.8149676323,0.8427493572,0.8189290762,0.7727322578,0.7746303678,0.875625968,0.8164978027,0.8140472174,0.8232576847,0.8770442009,0.8303467035,0.770113349,0.7768827677,0.8072724938,0.7079859972,0.8176623583,0.8337961435,0.8713075519,0.8065793514
vkj,0.7424435616,0.8334305286,0.8338811994,0.649232626,0.7221052647,0.6910912395,0.8562725186,0.788600564,0.7618170977,0.6610508561,0.8091678619,0.7950329185,0.7583755255,0.8521357775,0.9005401134,0.9226052761,0.8230119944,0.9088352919,0.8753695488,0.7846720219
vld,0.9246727228,0.7934783697,0.7678216696,0.7546517849,0.6764873862,0.6488827467,0.746929884,0.8078389168,0.7331312299,0.7380392551,0.7790728211,0.8501049876,0.8514567614,0.8256188631,0.7321300507,0.8069283962,0.772385478,0.8090584278,0.8437265158,0.8805964589
vlh,0.8114051223,0.8145688772,0.7187296748,0.7083670497,0.7514630556,0.8327157497,0.7202863693,0.873976171,0.8038499355,0.7791098356,0.8705614805,0.7785848379,0.738661468,0.6749144197,0.9316096306,0.8784782887,0.7619707584,0.8045802712,0.7586240172,0.6529408693
vlj,0.7787601352,0.8281936646,0.8197313547,0.8572093844,0.8533735275,0.629242897,0.8149553537,0.8981250525,0.8635051847,0.8208873272,0.8239690065,0.830301702,0.8803052902,0.8445191383,0.8375544548,0.8664954901,0.7999360561,0.7695161104,0.8273339272,0.7885152102
vlo,0.8531320095,0.774161458,0.8884273171,0.8020704985,0.7582737803,0.8370010853,0.8067789078,0.8683065176,0.8453133106,0.7968837023,0.8014204502,0.8292706609,0.7881575823,0.8510872126,0.8234437108,0.8124808073,0.7714717388,0.8618947268,0.8029981852,0.7885460854
vls,0.9097099304,0.8830976486,0.8258550167,0.8053978682,0.7840682268,0.8802808523,0.8246389031,0.7927151918,0.8588132858,0.844334662,0.7963023186,0.8553558588,0.8498080969,0.8497788906,0.7513507605,0.8186074495,0.7931332588,0.8477120399,0.8310057521,0.8125512004
vlu,0.8145934343,0.8115596771,0.7865800261,0.8933541775,0.7927393317,0.7678785324,0.8964062929,0.8454933167,0.803050518,0.7735103965,0.7070015669,0.8356349468,0.8881109953,0.7580182552,0.8378778696,0.8606281281,0.9386674166,0.91905123,0.9139832258,0.7973803282
vmj,0.7382546067,0.9146284461,0.7734129429,0.8147528172,0.7912358642,0.9444944859,0.7388586402,0.7800126076,0.8108412027,0.7467916012,0.8828047514,0.8266067505,0.831348896,0.811789155,0.8930925131,0.8620742559,0.815190196,0.7669578195,0.7270950675,0.7625662088
vmn,0.743837893,0.6609876156,0.6955363154,0.7076019645,0.8200924993,0.8244769573,0.8109400272,0.8105316162,0.7384988666,0.7404261827,0.6043512821,0.7543032765,0.7144715786,0.7833360434,0.7213973403,0.7627688646,0.6870444417,0.6632349491,0.7618967295,0.762676239
vmo,0.8894534111,0.887876749,0.7758899927,0.8441236615,0.8020038605,0.6900837421,0.7561733127,0.8162734509,0.8831546307,0.886256218,0.8499007225,0.8166280985,0.8566173315,0.6638152599,0.7496219873,0.7260915637,0.742218852,0.7418675423,0.8362932801,0.8906982541
vmr,0.8193194866,0.8451643586,0.6763512492,0.8792029619,0.818546176,0.8170797229,0.835955143,0.8183066845,0.8731533289,0.7240626812,0.720420599,0.7961070538,0.6965531111,0.8276014924,0.8905228972,0.768659234,0.7422936559,0.8020467162,0.7620688677,0.6682302952
vmu,0.8152332902,0.7988380194,0.8717750311,0.7551800609,0.8021959066,0.7755022049,0.832072854,0.7990158796,0.8760745525,0.8047160506,0.8793765306,0.8662747741,0.8275767565,0.828645587,0.897449851,0.7933248281,0.7702070475,0.8098399639,0.8262117505,0.8310762644
vna,0.8369114399,0.8454523087,0.7351974249,0.6883663535,0.7858240604,0.7524902821,0.8964287043,0.6792231798,0.7793189287,0.6968348026,0.7117091417,0.7885266542,0.7464619875,0.8364947438,0.7352283597,0.8003904819,0.7417987585,0.8290500641,0.7635074854,0.7545286417
vnf,0.6863866448,0.8361406326,0.8398543596,0.7545435429,0.6803680062,0.8793474436,0.8685459495,0.7223308682,0.822496593,0.8753709793,0.7092127204,0.8535455465,0.5835601091,0.8494005799,0.8455618024,0.7821449041,0.8149334192,0.7400624752,0.7233371735,0.8221925497
vnh,0.8524830341,0.8538056612,0.7517109513,0.730332315,0.8172171712,0.8520897627,0.8394577503,0.7341909409,0.9172867537,0.8683196306,0.7838609219,0.7216273546,0.8290499449,0.7007964253,0.871358335,0.7495929003,0.8292478919,0.9251289368,0.7685965896,0.8971704245
voc,0.8483386636,0.7734481096,0.7202780247,0.7337109447,0.7270942926,0.7341583967,0.816839993,0.7677203417,0.7771959305,0.846498251,0.7647218108,0.8203176856,0.7099837065,0.8535013199,0.8251771927,0.8553380966,0.8222712278,0.7364184856,0.799412787,0.7852340937
vop,0.8769555092,0.8300038576,0.8573647738,0.7368164659,0.8547019362,0.8195229173,0.773325026,0.8244364262,0.8193670511,0.8274917603,0.6461068392,0.8418685198,0.8379669785,0.7246777415,0.8238625526,0.8361855745,0.8278454542,0.8498581648,0.8203255534,0.7463405728
voz,0.7927597761,0.6988493204,0.7466648817,0.8459830284,0.7538026571,0.8927750587,0.7602204084,0.7473924756,0.8223291636,0.8384554982,0.7828738093,0.9261243343,0.8016242981,0.7753673792,0.8524063826,0.839974463,0.7373127937,0.7375354767,0.8811647892,0.7913721204
vqe,0.8587995172,0.9276245236,0.7857091427,0.9228457212,0.8255587816,0.7059224844,0.7425296307,0.7909780741,0.8924245238,0.799579978,0.9026681781,0.6416196823,0.8560472727,0.7466768026,0.798797369,0.8655198812,0.868087709,0.8309515715,0.8471513987,0.7688658834
vqn,0.8426611423,0.9121395946,0.8764313459,0.730073452,0.7699867487,0.8796750307,0.7864101529,0.8620239496,0.8501912951,0.7891924977,0.8122044802,0.8978687525,0.7084422112,0.776604414,0.91584903,0.8702944517,0.7160307169,0.8735800982,0.888548851,0.8199924231
vqp,0.7816634178,0.8513979912,0.7968389988,0.8199731112,0.7790467739,0.7859485149,0.7966733575,0.8427380323,0.8146319389,0.7677699327,0.8200147748,0.7961112261,0.7583575845,0.7530295849,0.8692076802,0.8234111071,0.7984861732,0.7416971326,0.7852003574,0.7515689135
vqs,0.748226285,0.6765078306,0.8094637394,0.6886632442,0.7255375385,0.7250131965,0.8146485686,0.6704393029,0.7096856833,0.760640204,0.7477006316,0.7937291861,0.7242979407,0.6903274059,0.6689225435,0.6688647866,0.8964351416,0.7321352363,0.6542415619,0.6884704828
vrc,0.7972359657,0.7558062673,0.8084739447,0.7710734606,0.7980341911,0.7464821339,0.8262969255,0.7859140635,0.8118297458,0.8078968525,0.7748454809,0.7052519321,0.7977537513,0.8229765892,0.8154124022,0.8549802303,0.8110363483,0.7248503566,0.7418609858,0.7861770391
vrn,0.8757984638,0.7882907987,0.8187822104,0.8226028085,0.658834219,0.7781627178,0.7882368565,0.824662447,0.626231432,0.7716960311,0.8032996058,0.8840925694,0.7710809708,0.6598293781,0.7166298628,0.7912712693,0.7986795902,0.7417296171,0.7818831205,0.8161702156
vro,0.9596176147,0.6515384912,0.8973819017,0.8715128303,0.9213935733,0.8384745121,0.7616830468,0.8004899025,0.830619216,0.8480626345,0.7549852729,0.8588370085,0.8137928247,0.7541445494,0.8246568441,0.7615209818,0.8323313594,0.6978498697,0.7536184788,0.8354766369
vrq,0.7635552883,0.7438015938,0.7560969591,0.9240137935,0.7136237621,0.8986783028,0.7257953882,0.8041688204,0.7336969972,0.6632640362,0.7407339811,0.6638384461,0.7786586285,0.7382891178,0.6856696606,0.6975163817,0.7651427984,0.870247364,0.7924859524,0.7939796448
vrt,0.8391090631,0.7978881598,0.7545576692,0.7351075411,0.7040180564,0.790002346,0.8025128841,0.8716050386,0.5910592079,0.7395596504,0.7722365856,0.8249561787,0.8887217045,0.8342376947,0.7534729838,0.8390362263,0.7885978222,0.7773333788,0.7890914679,0.7242137194
vrv,0.8703337908,0.7493979335,0.8027858734,0.7392882109,0.8764109015,0.6513170004,0.824508667,0.8058915138,0.8164798021,0.8973412514,0.7524422407,0.8068535328,0.8071532249,0.8134721518,0.8127400875,0.7937840819,0.864949584,0.8122684956,0.8250313401,0.7587020397
vsa,0.7416597605,0.8332448006,0.8175293207,0.7503614426,0.7961145639,0.7551891804,0.8175388575,0.7934888601,0.8052901626,0.7789592743,0.8101227283,0.7621593475,0.8034241199,0.8315021396,0.8416982889,0.7716360092,0.781514287,0.8426913023,0.8058609962,0.7392736077
vtc,0.7335968018,0.7541816235,0.6731519699,0.8747593164,0.7125914097,0.7994494438,0.7319239378,0.762616396,0.8483259678,0.7282449007,0.8793008327,0.7829145193,0.9580753446,0.73777318,0.7838549614,0.8136503696,0.8014179468,0.8147549629,0.9056056142,0.8601136208
vtd,0.4689573944,0.8082796931,0.9322081804,0.8874115944,0.7746638656,0.7801781893,0.8366069794,0.7838042974,0.9232798219,0.8620790839,0.7895885706,0.6837269068,0.6865139008,0.6717385054,0.8660494685,0.8003355265,0.8165894747,0.7708017826,0.8665392399,0.6829220057
vtf,0.8930159807,0.8833158016,0.9011492729,0.8269757032,0.80120188,0.6977443695,0.8706735373,0.8409149051,0.7845790386,0.7455133796,0.8523474932,0.8033007979,0.7722376585,0.9419468045,0.8931221962,0.8516508341,0.8456152678,0.8755838871,0.7681800127,0.8324738145
vti,0.7623586059,0.7164432406,0.7232886553,0.805057168,0.7634596825,0.8348708153,0.7395786643,0.7908700705,0.7685040236,0.7500807047,0.761203289,0.7675545216,0.7683973908,0.7421791553,0.8356410861,0.6937892437,0.673936367,0.7133750916,0.7630239725,0.8144468069
vtr,0.743745923,0.8038090467,0.8074113131,0.808126092,0.7578631043,0.8156944513,0.7822039723,0.7759600878,0.8092397451,0.8436194062,0.7846027017,0.8406598568,0.8120086193,0.8884815574,0.8613862991,0.7463412285,0.8817537427,0.8528268337,0.7304078341,0.787961185
vtz,0.6857020259,0.8236470222,0.7614586949,0.7406725883,0.9190688133,0.8527201414,0.8798602819,0.8272612691,0.8516721725,0.7281603217,0.8576952219,0.7839034796,0.8396985531,0.8446036577,0.7722761631,0.8463995457,0.9172110558,0.8773714304,0.7136279345,0.9081403017
